CustomerID,SegmentName,Rank,Recommended,Method
15073,At-Risk,4,TOILET SIGN OCCUPIED OR VACANT,Collaborative Filtering
15073,At-Risk,5,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15074,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15074,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15074,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15074,At-Risk,4,PARTY BUNTING,Segment Fallback
15074,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15075,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15075,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15075,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15075,At-Risk,4,PARTY BUNTING,Segment Fallback
15075,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15076,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15076,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15076,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15076,At-Risk,4,PARTY BUNTING,Segment Fallback
15076,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15078,Loyal,1,LUNCH BAG CARS BLUE,Collaborative Filtering
15078,Loyal,2,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
15078,Loyal,3,LUNCH BAG APPLE DESIGN,Collaborative Filtering
15078,Loyal,4,JUMBO BAG APPLES,Collaborative Filtering
15078,Loyal,5,LUNCH BAG VINTAGE LEAF DESIGN,Collaborative Filtering
15079,At-Risk,1,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
15079,At-Risk,2,LUNCH BAG CARS BLUE,Collaborative Filtering
15079,At-Risk,3,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
15079,At-Risk,4,LUNCH BAG VINTAGE LEAF DESIGN,Collaborative Filtering
15079,At-Risk,5,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
15081,Loyal,1,HEART OF WICKER SMALL,Collaborative Filtering
15081,Loyal,2,LARGE WHITE HEART OF WICKER,Collaborative Filtering
15081,Loyal,3,HEART OF WICKER LARGE,Collaborative Filtering
15081,Loyal,4,WOODEN PICTURE FRAME WHITE FINISH,Collaborative Filtering
15081,Loyal,5,NATURAL SLATE HEART CHALKBOARD ,Collaborative Filtering
15083,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15083,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15083,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15083,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15083,Lost,5,PARTY BUNTING,Segment Fallback
15087,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15087,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15087,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15087,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15087,Lost,5,PARTY BUNTING,Segment Fallback
15089,At-Risk,1,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15089,At-Risk,2,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15089,At-Risk,3,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
15089,At-Risk,4,SPOTTY BUNTING,Collaborative Filtering
15089,At-Risk,5,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15090,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15090,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15090,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15090,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15090,Lost,5,PARTY BUNTING,Segment Fallback
15092,At-Risk,1,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
15092,At-Risk,2,DOORMAT RED RETROSPOT,Collaborative Filtering
15092,At-Risk,3,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15092,At-Risk,4,DOORMAT HEARTS,Collaborative Filtering
15092,At-Risk,5,GIN + TONIC DIET METAL SIGN,Collaborative Filtering
15093,Loyal,1,CARD DOLLY GIRL ,Collaborative Filtering
15093,Loyal,2,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
15093,Loyal,3,DOORMAT KEEP CALM AND COME IN,Collaborative Filtering
15093,Loyal,4,PARTY BUNTING,Collaborative Filtering
15093,Loyal,5,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15095,At-Risk,1,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15095,At-Risk,2,PARTY BUNTING,Collaborative Filtering
15095,At-Risk,3,SPOTTY BUNTING,Collaborative Filtering
15095,At-Risk,4,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15095,At-Risk,5,JAM MAKING SET WITH JARS,Collaborative Filtering
15098,Loyal,1,PICNIC BASKET WICKER LARGE,Collaborative Filtering
15098,Loyal,2,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
15098,Loyal,3,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15098,Loyal,4,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15098,Loyal,5,LUNCH BAG APPLE DESIGN,Collaborative Filtering
15099,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15099,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15099,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15099,At-Risk,4,PARTY BUNTING,Segment Fallback
15099,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15100,Lost,1,VICTORIAN SEWING BOX SMALL ,Collaborative Filtering
15100,Lost,2,VICTORIAN SEWING BOX MEDIUM,Collaborative Filtering
15100,Lost,3,TRIANGULAR POUFFE VINTAGE ,Collaborative Filtering
15100,Lost,4,BEADED CRYSTAL HEART BLUE SMALL,Collaborative Filtering
15100,Lost,5,PARISIENNE SEWING BOX,Collaborative Filtering
15101,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15101,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15101,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15101,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15101,Lost,5,PARTY BUNTING,Segment Fallback
15103,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15103,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15103,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15103,At-Risk,4,PARTY BUNTING,Segment Fallback
15103,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15104,At-Risk,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15104,At-Risk,2,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15104,At-Risk,3,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15104,At-Risk,4,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
15104,At-Risk,5,RECIPE BOX PANTRY YELLOW DESIGN,Collaborative Filtering
15105,At-Risk,1,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15105,At-Risk,2,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
15105,At-Risk,3,SPOTTY BUNTING,Collaborative Filtering
15105,At-Risk,4,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15105,At-Risk,5,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
15106,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15106,At-Risk,2,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
15106,At-Risk,3,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
15106,At-Risk,4,LUNCH BAG PINK POLKADOT,Collaborative Filtering
15106,At-Risk,5,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15107,Lost,1,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15107,Lost,2,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15107,Lost,3,RED HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
15107,Lost,4,WOODEN PICTURE FRAME WHITE FINISH,Collaborative Filtering
15107,Lost,5,RED DINER WALL CLOCK,Collaborative Filtering
15108,At-Risk,1,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
15108,At-Risk,2,RECIPE BOX PANTRY YELLOW DESIGN,Collaborative Filtering
15108,At-Risk,3,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15108,At-Risk,4,SET OF 3 REGENCY CAKE TINS,Collaborative Filtering
15108,At-Risk,5,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15109,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15109,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15109,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15109,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15109,Lost,5,PARTY BUNTING,Segment Fallback
15110,At-Risk,1,ALARM CLOCK BAKELIKE PINK,Collaborative Filtering
15110,At-Risk,2,ALARM CLOCK BAKELIKE IVORY,Collaborative Filtering
15110,At-Risk,3,IVORY DINER WALL CLOCK,Collaborative Filtering
15110,At-Risk,4,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15110,At-Risk,5,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15111,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15111,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15111,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15111,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15111,Lost,5,PARTY BUNTING,Segment Fallback
15114,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15114,Loyal,2,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15114,Loyal,3,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
15114,Loyal,4,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
15114,Loyal,5,LUNCH BAG CARS BLUE,Collaborative Filtering
15116,At-Risk,1,SET/20 RED RETROSPOT PAPER NAPKINS ,Collaborative Filtering
15116,At-Risk,2,JAM MAKING SET PRINTED,Collaborative Filtering
15116,At-Risk,3,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15116,At-Risk,4,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15116,At-Risk,5,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
15117,At-Risk,1,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
15117,At-Risk,2,LUNCH BAG APPLE DESIGN,Collaborative Filtering
15117,At-Risk,3,LUNCH BAG WOODLAND,Collaborative Filtering
15117,At-Risk,4,JUMBO BAG APPLES,Collaborative Filtering
15117,At-Risk,5,JUMBO BAG 50'S CHRISTMAS ,Collaborative Filtering
15118,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15118,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15118,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15118,At-Risk,4,PARTY BUNTING,Segment Fallback
15118,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15119,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15119,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15119,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15119,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15119,Lost,5,PARTY BUNTING,Segment Fallback
15120,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15120,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15120,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15120,At-Risk,4,PARTY BUNTING,Segment Fallback
15120,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15121,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15121,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15121,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15121,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15121,Lost,5,PARTY BUNTING,Segment Fallback
15122,Loyal,1,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15122,Loyal,2,SET OF 3 REGENCY CAKE TINS,Collaborative Filtering
15122,Loyal,3,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15122,Loyal,4,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15122,Loyal,5,REGENCY MILK JUG PINK ,Collaborative Filtering
15123,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15123,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15123,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15123,At-Risk,4,PARTY BUNTING,Segment Fallback
15123,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15124,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15124,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15124,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15124,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15124,Lost,5,PARTY BUNTING,Segment Fallback
15125,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15125,Loyal,2,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
15125,Loyal,3,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
15125,Loyal,4,LUNCH BAG PINK POLKADOT,Collaborative Filtering
15125,Loyal,5,JUMBO BAG ALPHABET,Collaborative Filtering
15128,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15128,At-Risk,2,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15128,At-Risk,3,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
15128,At-Risk,4,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
15128,At-Risk,5,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15129,Loyal,1,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15129,Loyal,2,PAPER CHAIN KIT VINTAGE CHRISTMAS,Collaborative Filtering
15129,Loyal,3,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
15129,Loyal,4,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
15129,Loyal,5,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15130,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15130,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15130,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15130,At-Risk,4,PARTY BUNTING,Segment Fallback
15130,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15132,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15132,Loyal,2,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
15132,Loyal,3,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
15132,Loyal,4,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15132,Loyal,5,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
15133,Loyal,1,FELTCRAFT DOLL EMILY,Collaborative Filtering
15133,Loyal,2,PINK CREAM FELT CRAFT TRINKET BOX ,Collaborative Filtering
15133,Loyal,3,FELTCRAFT DOLL MOLLY,Collaborative Filtering
15133,Loyal,4,CHRISTMAS CRAFT LITTLE FRIENDS,Collaborative Filtering
15133,Loyal,5,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15134,Loyal,1,SPOTTY BUNTING,Collaborative Filtering
15134,Loyal,2,HEART OF WICKER LARGE,Collaborative Filtering
15134,Loyal,3,PARTY BUNTING,Collaborative Filtering
15134,Loyal,4,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15134,Loyal,5,RED HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
15135,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15135,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15135,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15135,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15135,Lost,5,PARTY BUNTING,Segment Fallback
15136,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15136,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15136,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15136,At-Risk,4,PARTY BUNTING,Segment Fallback
15136,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15139,Lost,1,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15139,Lost,2,60 TEATIME FAIRY CAKE CASES,Collaborative Filtering
15139,Lost,3,72 SWEETHEART FAIRY CAKE CASES,Collaborative Filtering
15139,Lost,4,PACK OF 60 DINOSAUR CAKE CASES,Collaborative Filtering
15139,Lost,5,PACK OF 60 MUSHROOM CAKE CASES,Collaborative Filtering
15140,Loyal,1,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
15140,Loyal,2,SPOTTY BUNTING,Collaborative Filtering
15140,Loyal,3,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
15140,Loyal,4,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15140,Loyal,5,RECIPE BOX PANTRY YELLOW DESIGN,Collaborative Filtering
15143,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15143,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15143,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15143,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15143,Lost,5,PARTY BUNTING,Segment Fallback
15144,Loyal,1,LUNCH BAG APPLE DESIGN,Collaborative Filtering
15144,Loyal,2,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
15144,Loyal,3,LUNCH BAG VINTAGE LEAF DESIGN,Collaborative Filtering
15144,Loyal,4,LUNCH BAG WOODLAND,Collaborative Filtering
15144,Loyal,5,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
15145,Lost,1,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
15145,Lost,2,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15145,Lost,3,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15145,Lost,4,60 TEATIME FAIRY CAKE CASES,Collaborative Filtering
15145,Lost,5,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
15146,At-Risk,1,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15146,At-Risk,2,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
15146,At-Risk,3,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15146,At-Risk,4,SPACEBOY BIRTHDAY CARD,Collaborative Filtering
15146,At-Risk,5,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
15147,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15147,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15147,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15147,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15147,Lost,5,PARTY BUNTING,Segment Fallback
15149,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15149,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15149,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15149,At-Risk,4,PARTY BUNTING,Segment Fallback
15149,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15150,Loyal,1,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
15150,Loyal,2,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15150,Loyal,3,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
15150,Loyal,4,PARTY BUNTING,Collaborative Filtering
15150,Loyal,5,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
15152,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15152,Loyal,2,JUMBO BAG RED RETROSPOT,Collaborative Filtering
15152,Loyal,3,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
15152,Loyal,4,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
15152,Loyal,5,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
15154,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15154,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15154,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15154,At-Risk,4,PARTY BUNTING,Segment Fallback
15154,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15157,Loyal,1,TROPICAL PASSPORT COVER ,Collaborative Filtering
15157,Loyal,2,PURPLE FRANGIPANI NECKLACE,Collaborative Filtering
15157,Loyal,3,SMALL MARSHMALLOWS PINK BOWL,Collaborative Filtering
15157,Loyal,4,SMALL CHOCOLATES PINK BOWL,Collaborative Filtering
15157,Loyal,5,NO JUNK MAIL METAL SIGN,Collaborative Filtering
15159,Loyal,1,JUMBO BAG RED RETROSPOT,Collaborative Filtering
15159,Loyal,2,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
15159,Loyal,3,LUNCH BAG CARS BLUE,Collaborative Filtering
15159,Loyal,4,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
15159,Loyal,5,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15160,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15160,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15160,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15160,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15160,Lost,5,PARTY BUNTING,Segment Fallback
15163,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15163,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15163,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15163,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15163,Lost,5,PARTY BUNTING,Segment Fallback
15164,At-Risk,1,RED HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
15164,At-Risk,2,WOODEN PICTURE FRAME WHITE FINISH,Collaborative Filtering
15164,At-Risk,3,WOODEN FRAME ANTIQUE WHITE ,Collaborative Filtering
15164,At-Risk,4,GIN + TONIC DIET METAL SIGN,Collaborative Filtering
15164,At-Risk,5,HAND WARMER OWL DESIGN,Collaborative Filtering
15165,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15165,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15165,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15165,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15165,Lost,5,PARTY BUNTING,Segment Fallback
15167,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15167,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15167,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15167,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15167,Lost,5,PARTY BUNTING,Segment Fallback
15171,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15171,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15171,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15171,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15171,Lost,5,PARTY BUNTING,Segment Fallback
15172,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15172,At-Risk,2,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
15172,At-Risk,3,LUNCH BAG PINK POLKADOT,Collaborative Filtering
15172,At-Risk,4,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
15172,At-Risk,5,JUMBO BAG RED RETROSPOT,Collaborative Filtering
15174,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15174,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15174,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15174,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15174,Lost,5,PARTY BUNTING,Segment Fallback
15175,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
15175,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15175,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
15175,At-Risk,4,PARTY BUNTING,Segment Fallback
15175,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15178,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15178,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15178,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15178,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15178,Lost,5,PARTY BUNTING,Segment Fallback
15179,At-Risk,1,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
15179,At-Risk,2,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15179,At-Risk,3,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
15179,At-Risk,4,SPACEBOY LUNCH BOX ,Collaborative Filtering
15179,At-Risk,5,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
15180,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
15180,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
15180,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
15180,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
15180,Lost,5,PARTY BUNTING,Segment Fallback
15181,At-Risk,1,PACK OF 12 SUKI TISSUES ,Collaborative Filtering
15181,At-Risk,2,PACK OF 12 PINK PAISLEY TISSUES ,Collaborative Filtering
15181,At-Risk,3,PACK OF 12 WOODLAND TISSUES ,Collaborative Filtering
15181,At-Risk,4,LUNCH BAG RED RETROSPOT,Collaborative Filtering
15181,At-Risk,5,SET/20 RED RETROSPOT PAPER NAPKINS ,Collaborative Filtering
